1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf
1776,,4,0,1584,,888,1968,1776,3,11475,85,95,25,5,5,1584,,1958,1958,110000,False,False,True,False,False,False,False,True,False,True
848,0,2,152,628,,539,1962,1208,3,6240,52,0,23,5,4,780,,1925,1950,103000,False,False,True,True,False,False,False,False,False,True
1616,0,2,1180,415,,608,1995,1616,4,5389,39,0,152,5,8,1595,,1995,1996,236500,False,False,True,False,True,False,False,False,True,False
1146,0,3,786,82,,438,2003,1146,4,9590,73,442,22,5,7,868,,2003,2003,187500,False,False,False,False,True,False,False,False,False,False
1153,878,3,252,901,,541,1998,2031,4,11404,75,202,84,5,7,1153,,1998,1999,222500,False,False,False,False,False,False,False,False,False,False
1144,0,3,594,270,,264,1961,1144,3,10000,80,0,0,6,5,864,,1961,1983,131400,False,False,True,True,False,False,False,False,True,False
948,0,3,0,948,,300,1968,948,3,8978,,0,0,5,5,948,,1968,1968,108000,False,False,True,False,False,False,False,True,False,True
880,888,2,390,490,,320,1914,1768,3,10800,60,0,341,7,7,880,0,1914,1970,163000,False,True,False,False,False,False,False,False,False,True
1040,0,2,0,0,,400,1949,1040,3,8544,60,0,0,4,3,0,,1950,1950,93500,False,False,False,False,False,False,False,False,False,True
901,900,3,0,893,,800,2005,1801,4,10463,72,0,116,5,8,893,,2005,2005,239900,False,False,True,False,False,False,False,True,False,False
1200,0,3,1200,0,,0,,1200,3,10800,60,0,0,5,5,1200,,1987,1988,179000,True,False,False,False,True,False,False,False,False,False
864,864,,0,864,,572,2004,1728,4,9313,65,0,56,5,7,864,,2004,2004,190000,False,False,True,False,False,False,False,True,True,False
768,664,2,0,264,,360,1910,1432,3,9600,60,0,0,7,5,264,,1910,2002,132000,False,False,True,False,False,False,False,True,False,True
912,0,3,832,80,,288,1962,912,4,6768,65,0,0,8,6,912,,1961,1996,142000,False,True,False,False,True,False,False,False,False,False
1349,0,3,0,1349,,539,2000,1349,3,8450,65,108,55,5,7,1349,,2000,2001,179000,False,False,True,False,False,False,False,False,False,True
1464,0,3,444,76,,480,1997,1464,3,12886,70,0,0,6,5,520,,1963,1999,175000,False,False,False,False,False,False,False,False,True,False
1337,0,2,733,604,,462,1993,1337,4,5395,41,0,0,5,8,1337,,1993,1993,180000,False,False,True,False,True,False,False,False,True,False
1175,1540,4,575,487,,831,1994,2715,4,8963,,289,204,9,8,1142,,1976,1996,299800,False,False,True,False,True,False,False,False,False,False
980,1276,4,300,652,,554,2000,2256,4,8795,,0,54,5,7,952,,2000,2000,236000,False,False,True,False,True,False,False,False,False,False
1320,1320,4,0,1240,,864,1950,2640,4,11700,65,0,0,7,7,1240,,1880,2003,265979,False,False,True,False,False,False,False,True,False,True
1720,,3,919,801,,527,1996,1720,4,10593,59,338,56,5,7,1720,,1996,1996,260400,False,False,True,False,True,False,False,False,False,False
1088,441,4,0,0,,240,1945,1529,3,8405,50,0,0,3,4,0,,1945,1950,98000,False,False,False,False,False,False,False,False,False,True
792,348,3,0,576,0,0,,1140,3,8800,55,0,160,7,4,576,0,1910,2004,96500,False,False,True,False,False,False,False,True,False,False
660,660,3,0,660,,400,2003,1320,4,7750,,0,48,5,7,660,,2003,2003,162000,False,False,True,False,False,False,False,True,False,False
1494,0,3,1200,279,,576,1997,1494,4,9236,79,0,27,5,6,1479,,1997,1997,217000,True,False,False,False,True,False,False,False,True,False
1038,1060,,0,1030,,878,2005,2098,5,10240,80,178,52,5,8,1030,,2005,2005,275500,False,True,False,False,False,False,False,True,True,False
1026,,3,439,115,,440,1969,1026,4,7930,61,0,48,8,6,1026,,1969,2005,156000,False,False,True,False,True,False,False,False,True,False
742,729,3,381,348,,440,1999,1471,3,3230,34,894,24,5,6,729,,1999,1999,172500,False,False,True,False,True,False,False,False,False,True
866,902,3,20,846,,578,2007,1768,4,10769,68,0,105,5,8,866,,2007,2007,212000,False,False,False,False,True,False,False,False,True,False
672,714,3,438,234,,440,1978,1386,3,11616,,328,0,5,6,672,,1978,1978,158900,False,True,False,False,False,False,True,False,False,False
757,,,549,195,,440,1999,1501,3,2280,24,360,0,5,7,744,,1999,1999,179400,False,False,True,False,False,False,False,False,False,True
1328,1203,4,56,1198,,752,1995,2531,4,12257,65,513,98,5,8,1318,,1995,1995,290000,False,False,False,False,False,True,False,False,True,False
864,0,2,612,252,,300,2008,864,3,9100,70,0,0,6,6,864,,1959,1959,127500,False,False,True,False,False,False,True,False,False,True
1301,0,2,405,740,,440,1965,1301,2,6911,60,0,0,5,5,1145,,1924,1950,100000,False,True,False,False,False,True,False,False,False,True
764,783,3,24,732,,614,2009,1547,4,8640,72,0,45,5,7,756,,2009,2009,215200,False,True,False,False,True,False,False,False,False,True
1268,1097,,1163,89,,856,1999,2365,4,9430,82,673,128,5,8,1252,,1999,1999,337000,False,True,False,False,True,False,False,False,False,False
1494,0,,437,0,,481,1995,1494,5,9549,30,0,30,5,8,1494,,1995,1996,270000,False,False,False,False,False,True,False,False,False,False
1506,0,2,0,1498,,592,2008,1506,5,14587,75,284,174,5,9,1498,,2008,2008,264132,False,False,True,False,False,False,False,True,False,False
980,734,,394,586,,496,1988,1714,3,10421,80,42,66,5,7,980,,1988,1988,196500,False,False,True,False,False,False,False,False,False,True
983,767,4,660,323,,423,1989,1750,3,12508,75,0,0,7,6,983,,1940,1985,160000,False,True,False,False,False,False,False,False,False,True
1836,0,3,24,1836,,484,2004,1836,4,9100,70,0,33,5,7,1860,,2004,2005,216837,False,False,True,False,True,False,False,False,False,False
1690,1589,4,1416,234,,841,2003,3279,5,53504,47,603,36,5,8,1650,,2003,2003,538000,True,False,False,False,False,False,False,False,False,False
858,0,2,685,173,,576,1983,858,3,7252,,0,0,5,5,858,120,1982,1982,134900,False,False,False,False,True,False,False,False,False,True
1220,0,2,836,0,,396,1951,1220,3,8877,67,0,0,5,4,836,,1951,1951,102000,False,False,True,False,False,True,False,False,False,True
1117,0,3,422,480,,672,1976,1117,3,7819,94,0,0,5,6,1029,,1976,1976,107000,False,False,False,False,False,False,False,False,False,False
912,0,2,456,456,,275,1958,912,3,10150,70,1,0,5,5,912,,1958,1958,114500,False,False,True,False,False,False,True,False,True,False
1973,0,3,0,1935,0,895,2006,1973,4,14226,110,375,45,5,8,1935,,2006,2006,395000,False,False,False,False,False,False,False,True,False,False
1204,0,2,866,338,,412,1998,1204,3,4500,32,320,247,5,6,1204,,1998,1998,162000,False,False,True,False,True,False,False,False,False,False
1614,0,3,20,1594,,865,2005,1614,4,11210,86,240,59,5,7,1614,,2005,2006,221500,False,False,False,False,True,False,False,False,True,False
894,0,3,762,102,,440,1974,894,3,13350,100,0,0,5,5,864,,1974,1974,142500,False,False,True,False,False,False,False,False,False,True
2020,0,4,0,0,,630,1977,2020,3,8400,60,320,0,5,5,0,0,1977,1977,144000,False,False,False,False,False,False,False,False,False,True
1004,0,2,975,0,,504,1977,1004,3,10530,78,90,0,5,6,975,,1977,1977,135000,True,False,False,False,True,False,False,False,False,True
1253,0,3,0,1237,,402,1995,1253,3,7875,63,38,21,5,7,1237,,1995,1996,176000,False,False,True,False,False,False,False,True,False,False
810,,3,387,374,0,484,1992,1603,4,7153,65,0,124,5,6,761,,1992,1992,175900,False,False,True,False,False,False,False,False,True,False
1430,0,3,0,1413,0,605,2001,1430,4,16285,67,0,33,5,7,1413,,2001,2002,187100,False,False,True,False,False,False,False,True,True,False
1110,0,,1097,0,,602,1978,1110,4,9101,,104,30,6,5,1097,,1978,1978,165500,False,False,False,False,True,False,False,False,False,False
742,742,3,0,742,,0,,1484,3,6300,35,0,291,6,6,742,,1914,2001,128000,False,False,True,False,False,False,False,True,False,False
1342,0,3,251,491,,457,1967,1342,3,9790,,0,0,5,6,1372,,1967,1967,161500,False,False,True,False,False,False,True,False,False,True
966,686,4,686,0,,416,1961,1652,3,10800,60,0,0,6,5,686,,1915,1950,139000,False,False,True,False,False,True,False,False,False,True
956,1128,4,656,300,,618,2004,2084,4,10142,76,0,45,5,7,956,,2004,2004,233000,False,False,True,False,True,False,False,False,True,False
901,0,2,0,901,0,281,1954,901,3,6000,50,0,0,7,4,901,,1954,2000,107900,False,False,True,False,False,False,False,True,False,True
976,1111,5,568,264,,444,1966,2087,4,12205,,157,168,8,6,832,,1966,2007,187500,True,False,False,False,False,True,False,False,False,False
1145,0,2,16,1129,,397,2005,1145,4,3182,43,11,16,5,7,1145,,2005,2006,160200,False,False,True,False,True,False,False,False,False,False
1062,0,3,539,490,,539,1976,1062,3,11333,,0,0,5,6,1029,120,1976,1976,146800,False,False,False,False,False,False,False,False,True,False
1127,886,3,862,255,,455,1997,2013,3,9920,92,0,130,5,7,1117,,1996,1997,269790,False,False,False,False,False,False,False,False,False,True
1496,0,,0,1496,,474,2007,1496,4,9158,76,140,130,5,8,1496,,2007,2007,225000,False,False,False,False,False,False,False,True,False,False
1086,809,3,0,712,,409,1994,1895,4,10832,,0,46,5,7,712,,1994,1996,194500,False,False,True,False,False,False,False,True,False,False
888,676,3,0,650,0,476,1980,1564,3,8400,70,130,50,6,6,650,,1980,1981,171000,False,False,True,False,False,False,False,True,False,True
1285,0,3,0,660,,528,1977,1285,3,8197,71,148,0,5,6,660,,1977,1977,143500,False,False,True,False,False,False,False,True,True,False
773,0,2,570,203,,240,1953,773,3,7677,57,0,0,5,5,773,,1953,1953,110000,False,False,True,False,False,False,False,False,False,True
1966,1174,4,0,1926,,820,2009,3140,5,13518,104,860,78,5,9,1926,,2008,2009,485000,False,False,True,False,False,False,False,True,False,False
981,787,3,569,162,,240,1939,1768,4,7200,60,252,0,7,5,731,,1937,1950,175000,False,False,True,False,False,False,False,False,False,True
616,1072,4,462,154,185,603,1997,1688,4,12798,79,0,114,5,6,616,,1997,1997,200000,True,False,False,False,True,False,False,False,True,False
1196,0,2,197,999,,440,1957,1196,3,4800,40,0,0,7,4,1196,,1916,1990,109900,False,False,True,False,False,True,False,False,False,True
728,728,3,648,80,,410,2005,1456,4,8199,63,0,18,5,7,728,36,2005,2005,189000,False,False,False,False,True,False,False,False,False,False
1734,1088,,0,1734,,1020,2009,2822,5,13891,107,424,170,5,9,1734,,2008,2009,582933,True,False,False,False,False,False,False,True,True,False
1128,0,2,812,124,,286,1954,1128,3,9000,75,0,0,5,5,936,,1954,1954,118000,False,False,True,False,False,True,False,False,False,True
1428,0,3,0,1417,,554,2008,1428,5,12274,91,256,60,5,7,1417,,2008,2008,227680,False,False,True,False,False,False,False,False,True,False
980,,3,400,100,,384,1967,980,3,9750,75,0,0,5,5,980,,1967,1967,135500,False,False,False,False,False,False,False,False,False,False
1072,504,,1309,15,,528,1923,1576,4,21384,144,0,312,6,5,1324,,1923,2004,223500,True,False,False,False,True,False,False,False,True,False
1086,0,3,516,380,,484,1966,1086,3,13400,85,1047,0,5,5,1024,,1966,1966,159950,False,False,False,False,False,False,False,False,True,False
1075,1063,2,0,849,,360,1910,2138,3,8100,90,0,156,5,5,849,,1898,1965,106000,False,False,True,False,False,False,False,True,False,True
1309,0,3,663,0,,484,1974,1309,4,10140,78,99,0,6,6,1040,,1974,1999,181000,False,False,True,False,False,False,False,False,True,False
848,0,1,662,186,,420,2004,848,4,4438,,169,0,5,6,848,,2004,2004,144500,True,False,False,False,True,False,False,False,False,False
1044,0,2,0,540,,504,1952,1044,2,8712,66,0,0,5,5,540,0,1952,1952,55993,False,False,False,False,False,False,False,True,False,True
1442,0,4,608,834,,301,1958,1442,3,9750,75,243,0,6,6,1442,,1958,1958,157900,False,False,True,False,False,False,True,False,True,False
686,564,3,0,686,,280,1955,1250,2,8248,45,0,0,7,5,686,,1918,1950,116000,False,False,True,False,False,False,False,True,False,False
1661,0,3,0,1649,0,598,1998,1661,4,12137,48,442,34,5,7,1649,,1998,1998,224900,False,False,True,False,False,False,False,True,True,False
1008,0,2,486,522,,275,1954,1008,3,11425,,0,0,6,5,1008,,1954,1954,137000,False,False,True,True,False,False,False,False,False,False
1689,0,3,1218,350,,857,2002,1689,4,13265,,148,59,5,8,1568,,2002,2002,271000,False,False,True,False,True,False,False,False,True,False
1052,0,3,504,506,,440,1971,1052,3,8816,80,80,0,7,6,1010,,1971,1971,155000,False,False,False,False,False,False,False,False,False,True
1358,,,733,625,0,484,2010,1358,4,6371,44,128,35,5,7,1358,,2009,2010,224000,False,True,False,False,False,False,False,False,True,False
798,,3,0,798,,595,2003,1640,4,7226,72,0,45,5,7,798,0,2003,2003,183000,False,False,True,False,False,False,False,True,True,False
936,0,2,0,936,112,576,1974,936,3,6000,60,0,32,4,4,936,,1953,1953,93000,False,False,True,False,False,False,False,True,False,True
847,886,3,0,847,,433,2003,1733,4,12394,,0,48,5,7,847,,2003,2003,225000,True,False,False,False,False,False,False,True,False,False
944,545,3,0,778,,240,1940,1489,3,9900,60,0,0,7,6,778,,1940,1950,139500,False,False,True,False,False,False,False,True,False,True
1489,0,3,0,1489,,776,2006,1489,4,11216,81,0,140,5,8,1489,,2006,2006,232600,False,False,True,False,False,False,False,True,True,False
2084,,2,1636,442,,1220,2007,2084,5,14803,114,816,45,5,10,2078,,2007,2008,385000,False,False,False,False,True,False,False,False,False,False
784,0,2,784,0,,0,,784,4,6130,50,0,0,6,5,784,,1924,1950,109500,False,False,True,False,False,False,False,False,False,False
1434,0,3,20,1434,,527,2001,1434,4,8529,65,0,39,5,7,1454,,2001,2001,189000,False,False,True,False,True,False,False,False,True,False
1160,966,3,249,0,0,538,1967,2126,3,28698,,0,0,5,5,1013,,1967,1967,185000,True,False,False,False,False,True,False,False,False,False
520,623,2,0,600,0,480,2005,1223,4,2544,24,0,166,5,7,600,,2005,2005,147400,False,False,True,False,False,False,False,True,True,False
1392,0,3,1040,352,,458,1957,1392,3,11900,80,387,0,5,6,1392,0,1957,1957,166000,False,False,True,False,False,False,True,False,True,False
520,600,2,0,600,0,480,2005,1200,4,3180,30,0,166,5,7,600,,2005,2005,151000,False,False,True,False,False,False,False,True,True,False
941,888,3,483,458,,613,2003,1829,4,9548,44,223,39,6,7,941,,2003,2003,237000,False,False,True,False,True,False,False,False,True,False
1516,0,3,196,975,,472,1964,1516,3,10004,100,180,0,6,6,1516,,1964,1964,167000,False,False,True,False,False,False,True,False,True,False
1144,0,3,572,572,,456,1961,1144,3,7875,75,136,0,6,5,1144,,1961,1961,139950,False,False,True,False,False,False,True,False,False,True
1067,0,2,442,625,,436,1996,1067,4,9600,60,0,0,7,4,1067,,1950,1995,128000,False,False,True,True,False,False,False,False,False,True
1559,0,,338,1221,,812,1948,1559,3,8100,90,0,116,6,5,1559,,1948,1973,153500,False,False,True,False,False,False,True,False,False,True
483,504,2,330,153,0,264,1973,987,3,1680,21,158,0,5,6,483,,1973,1973,100000,False,False,True,True,False,False,False,False,False,True
1099,0,3,0,1099,,352,1999,1099,4,9525,75,0,0,6,5,1099,,1995,2006,144000,False,False,True,False,False,False,False,True,False,True
768,432,3,352,416,,240,1946,1200,3,11767,70,0,0,6,5,768,0,1946,1995,130500,False,False,True,True,False,False,False,False,False,True
810,672,,156,516,,400,1934,1482,2,12155,,0,0,8,6,672,,1925,1950,140000,False,False,True,True,False,False,False,False,False,True
958,581,3,0,650,,686,1983,1539,4,10440,60,0,78,8,5,650,,1904,2002,157500,False,False,True,False,False,False,False,True,False,True
1165,0,3,312,276,,490,1966,1165,3,9020,82,183,129,7,6,1127,,1966,1966,174900,True,False,False,False,False,False,True,False,True,False
1800,0,6,0,1800,,0,,1800,3,8000,80,0,0,4,5,1800,,1961,1961,141000,False,False,True,False,False,False,False,True,False,False
876,540,4,0,876,,720,1949,1416,3,12665,100,0,0,8,5,876,,1915,1950,153900,False,True,False,False,False,False,False,True,False,True
1701,0,3,1390,0,,611,1975,1701,3,16647,,0,0,5,5,1390,,1975,1981,171000,True,False,False,False,False,False,False,False,False,False
1006,769,3,513,227,,425,1993,1775,4,9317,75,137,72,5,7,740,,1993,1993,213000,False,False,True,False,False,False,False,False,False,False
864,0,,460,404,,338,1972,864,3,15523,36,0,0,6,5,864,,1972,1972,133500,False,False,False,True,False,False,False,False,False,True
1307,1051,5,0,907,,360,1908,2358,3,45600,75,0,40,8,6,907,,1908,1997,240000,False,False,True,False,False,False,False,True,False,False
1094,761,3,0,528,,512,1976,1855,3,9600,80,360,100,7,6,528,,1976,1994,187000,False,False,True,False,False,False,False,True,True,False
848,0,1,659,189,,420,2003,848,4,4435,36,170,0,5,6,848,140,2003,2003,131500,False,False,False,False,True,False,False,False,False,False
1456,0,2,0,1273,,400,2003,1456,4,3196,,40,20,5,8,1273,143,2003,2003,215000,True,False,False,False,False,False,False,True,False,False
918,728,4,364,554,,240,1941,1646,3,7128,53,0,0,5,7,918,,1941,1950,164000,False,False,True,False,False,False,True,False,False,True
1445,0,,564,563,,645,1964,1445,3,12095,,115,0,6,6,1127,,1964,1964,158000,True,False,False,False,False,False,False,False,True,False
1779,0,3,306,372,,454,1955,1779,3,17920,102,0,418,4,5,1763,,1955,1974,170000,False,True,False,False,False,False,False,False,False,True
1040,0,3,659,381,,260,1962,1040,3,6897,,0,104,8,5,1040,,1962,2010,127000,False,False,True,False,False,False,False,False,False,True
1026,0,3,505,0,,576,1981,1026,3,10970,,0,0,6,6,940,,1978,1978,147000,True,False,False,False,True,False,False,False,False,True
702,779,3,0,702,,343,1994,1481,3,8125,65,0,36,5,6,702,,1994,1995,174000,False,False,True,False,False,False,False,True,False,False
1370,0,3,0,1090,,479,1976,1370,3,10400,80,189,0,5,7,1090,,1976,1976,152000,False,False,True,False,False,False,False,True,True,False
1512,1142,4,619,435,,619,1968,2654,4,11029,,220,65,7,6,1054,,1968,1984,250000,False,True,False,True,False,False,False,False,False,False
912,514,3,0,912,,216,1925,1426,4,7642,55,0,240,8,7,912,,1918,1998,189950,False,False,True,False,False,False,False,True,False,True
1039,0,3,841,198,,504,1965,1039,3,11625,75,0,0,4,5,1039,,1965,1965,131500,False,True,False,True,False,False,False,False,False,True
1097,,3,338,702,,480,1986,1097,3,9672,81,0,0,5,6,1040,,1984,1985,152000,False,False,True,False,True,False,False,False,False,True
1148,0,3,1148,0,,672,1959,1148,3,7931,70,0,0,5,5,1148,,1959,1959,132500,False,False,True,True,False,False,False,False,False,True
1372,,3,0,1372,0,529,2008,1372,4,8640,72,0,140,5,7,1372,,2007,2008,250580,False,False,True,False,False,False,False,True,False,False
1002,0,3,828,174,,902,1973,1002,3,8750,,76,0,6,5,1002,,1970,1970,148500,False,False,True,True,False,False,False,False,False,True
1646,0,3,0,1638,,870,2007,1646,4,10656,67,274,80,5,8,1638,,2006,2007,248900,False,False,False,False,False,False,False,False,True,False
1120,0,3,932,108,,544,1961,1120,2,6970,85,0,0,5,4,1040,,1961,1961,129000,False,False,True,False,False,False,False,False,True,False
1547,720,2,0,0,,672,1979,2320,3,14762,,0,144,6,5,0,,1948,1950,169000,False,False,False,False,False,False,False,False,False,True
1062,887,3,750,300,,574,1993,1949,4,9938,80,246,90,5,7,1050,,1993,1994,236000,False,False,True,False,True,False,False,False,False,False
894,0,2,0,894,,308,1962,894,3,6600,60,0,0,5,5,894,,1962,1962,109500,False,False,True,False,False,False,False,True,False,False
804,878,3,505,299,,523,1998,1682,4,8750,70,116,77,5,6,804,,1998,1998,200500,False,False,True,False,True,False,False,False,True,False
910,0,3,0,105,,414,1953,910,4,8892,74,0,0,7,5,105,196,1953,1996,116000,False,False,False,False,False,False,False,True,False,True
1036,0,3,375,457,,288,1949,1268,3,12144,60,0,28,7,5,832,,1949,1950,133000,False,False,True,False,False,False,True,False,False,True
676,455,,0,676,,200,1941,1131,3,5720,52,0,0,6,5,676,,1941,1950,66500,False,False,True,False,False,False,False,True,False,True
1184,1426,4,64,1120,,550,2007,2610,5,9000,75,0,364,5,8,1184,,2007,2007,303477,False,False,False,False,True,False,False,False,False,False
1040,0,3,633,431,,648,1963,1040,3,25286,94,0,0,5,4,1064,,1963,1963,132250,True,False,False,False,False,False,False,False,False,True
1462,,4,1170,292,,738,2004,2224,5,8834,74,216,0,5,9,1462,,2004,2005,350000,False,False,True,False,True,False,False,False,False,False
1155,0,3,899,210,,576,1987,1155,4,11782,88,0,0,7,5,1109,192,1961,1995,148000,False,False,False,False,False,False,False,False,False,True
864,0,3,646,218,0,336,1978,864,3,7000,,90,0,8,5,864,,1978,2005,136500,False,False,True,False,False,False,False,False,False,True
1090,0,2,980,110,,450,2005,1090,3,7024,60,0,49,5,5,1090,,2005,2006,157000,False,False,True,False,False,False,False,False,False,False
1187,530,3,902,254,,400,1990,1717,4,13758,44,117,36,5,7,1156,,1990,1991,187500,False,True,False,False,False,True,False,False,True,False
808,785,3,0,808,,389,1993,1593,3,9636,,0,40,5,6,808,,1992,1993,178000,False,False,True,False,False,False,False,True,True,False
954,795,5,0,795,,440,1997,2230,3,6204,60,0,188,5,4,795,,1912,1950,118500,False,False,True,False,False,False,False,True,False,True
892,0,3,432,460,,288,1967,892,3,7150,65,60,0,5,5,892,0,1967,1967,100000,False,False,True,True,False,False,False,False,True,False
1709,0,2,1238,460,,506,1999,1709,4,5119,50,60,65,5,9,1698,,1999,2000,328900,False,False,False,False,True,False,False,False,False,False
1712,0,4,528,1098,,588,2005,1712,3,8393,70,122,54,5,5,1626,,1959,2005,145000,False,False,True,False,False,True,False,False,False,False
872,521,3,0,816,,300,1955,1393,3,16466,59,0,0,7,5,816,,1955,1955,135500,False,False,True,False,False,False,False,True,False,True
2217,0,4,351,1043,,621,1970,2217,4,15865,95,0,207,6,8,2217,,1970,1970,268000,True,False,False,False,False,False,False,False,False,True
1505,0,2,1024,481,,505,1953,1505,3,12160,128,90,0,4,6,1505,,1953,1953,149500,False,False,True,False,False,False,False,False,True,False
672,252,,0,672,,576,2003,924,3,8064,60,0,0,7,5,672,,1949,2006,122900,False,True,False,False,False,False,False,False,False,True
918,765,3,226,192,,440,1978,1683,3,11184,70,92,0,5,6,918,,1978,1978,172500,False,False,True,False,False,True,False,False,True,False
1068,0,3,663,396,,264,1963,1068,3,8414,70,0,0,8,6,1059,,1963,2003,154500,False,False,True,False,True,False,False,False,True,False
1383,0,3,1064,319,,354,1954,1383,3,13284,,0,116,5,5,1383,,1954,1954,165000,False,True,False,True,False,False,False,False,False,False
1535,0,4,0,0,,400,1979,1535,3,7018,64,0,0,5,5,0,,1979,1979,118858,False,False,False,False,False,False,False,False,False,True
983,813,4,400,380,,483,1963,1796,3,7056,71,415,50,5,6,780,,1963,1963,140000,False,False,True,True,False,False,False,False,True,False
951,0,2,285,666,,327,1936,951,3,8765,50,0,28,6,4,951,,1936,1950,106500,False,False,True,False,False,False,False,False,False,True
1120,1120,6,0,0,,528,1979,2240,3,7018,64,0,0,5,5,0,,1979,1979,142953,False,False,False,False,False,False,False,False,False,True
2364,0,,2188,142,,820,2009,2364,5,12919,100,760,67,5,9,2330,,2009,2010,611657,True,False,False,False,True,False,False,False,False,False
1236,0,3,465,447,,288,1961,1236,3,6993,65,0,0,7,5,912,,1961,1994,135000,False,False,True,True,False,False,False,False,False,True
858,0,2,322,536,,684,1979,858,3,7340,,0,0,6,4,858,,1971,1971,110000,False,False,True,False,False,False,False,False,False,True
1306,0,2,860,132,,756,1968,1306,3,8712,64,0,0,7,5,992,,1957,2000,153000,False,True,False,True,False,False,False,False,False,True
807,702,3,0,783,,393,2003,1509,4,7875,63,0,75,5,7,783,0,2003,2003,180000,False,False,True,False,False,False,False,True,False,False
1670,0,3,0,1670,,690,2006,1670,4,14859,50,27,60,5,7,1670,,2006,2006,240000,False,False,True,False,False,False,False,True,True,False
902,0,3,599,277,,288,1967,902,3,6173,,75,0,6,5,876,,1967,1967,125500,False,False,True,False,True,False,False,False,False,True
1063,0,3,354,412,,280,1954,1063,3,9920,80,110,0,5,5,1056,,1954,1954,128000,False,False,True,False,False,False,True,False,True,False
1636,0,3,63,1560,,865,2006,1636,4,13501,116,208,60,5,8,1623,,2006,2006,255000,False,False,True,False,True,False,False,False,True,False
1020,1037,3,223,794,0,180,1936,2057,4,11500,86,0,0,7,7,1017,,1936,1987,250000,False,False,True,False,False,False,True,False,False,False
902,0,2,301,239,,484,1983,902,3,8885,,0,0,5,5,864,,1983,1983,131000,False,False,False,True,False,False,False,False,False,True
742,742,3,0,742,,390,2005,1484,4,12589,149,0,24,5,6,742,,2005,2005,174000,False,False,True,False,False,False,False,True,False,False
1105,1169,5,443,662,,480,1960,2274,3,11600,80,361,0,5,5,1105,,1960,1960,154300,False,False,True,False,False,False,True,False,False,False
1268,0,3,196,1072,,252,1978,1268,4,9286,,0,0,7,5,1268,,1977,1989,143500,False,False,False,False,False,False,False,False,False,True
1015,0,3,489,279,,450,1925,1015,3,6120,51,0,0,7,5,768,,1925,1950,88000,False,False,True,False,False,False,True,False,False,True
1001,1001,,284,717,,871,1949,2002,3,6270,82,0,0,6,5,1001,,1949,1950,145000,False,False,True,True,False,False,False,False,False,True
612,612,2,294,318,,528,2009,1224,4,3000,30,76,234,5,6,612,,2009,2009,173733,False,False,False,False,True,False,False,False,True,False
546,546,3,0,546,,286,1970,1092,3,2001,21,80,0,5,4,546,,1970,1970,75000,False,False,True,False,False,False,False,True,False,True
480,0,,50,430,,308,1958,480,3,9000,50,0,0,3,2,480,,1949,1950,35311,False,False,False,True,False,False,False,False,False,False
1229,0,3,1059,75,,284,1956,1229,3,17140,,0,0,6,4,1134,,1956,1956,135000,False,False,True,False,False,False,False,False,True,False
912,1215,4,48,422,,833,1991,2127,4,13125,103,0,192,5,7,1104,,1991,1991,238000,False,True,False,True,False,False,False,False,True,False
1414,0,3,528,245,,601,1990,1414,3,11029,87,0,51,8,6,1184,,1958,2002,176500,False,False,True,False,False,False,False,False,False,True
936,785,3,814,114,,471,1994,1721,4,8462,70,105,87,5,6,928,300,1994,1994,201000,False,False,True,False,True,False,False,False,False,False
1272,928,4,1084,188,,0,,2200,3,8777,67,0,70,7,5,1272,,1900,2003,145900,False,False,True,False,False,False,False,False,False,False
1316,0,3,28,1288,,397,2005,1316,4,10237,65,0,0,5,6,1316,,2005,2006,169990,False,False,True,False,True,False,False,False,False,False
1617,0,2,165,598,,533,1993,1617,4,8012,50,0,69,5,6,1604,,1993,1994,193000,False,False,True,False,False,True,False,False,False,False
1686,0,3,625,0,,612,1980,1686,3,10240,79,157,131,6,6,1686,,1980,1980,207500,False,False,True,True,False,False,False,False,False,True
1126,0,3,767,266,,540,1977,1126,5,15611,,0,0,6,5,1126,,1977,1977,175000,False,False,False,False,False,False,False,False,True,False
1234,1140,4,0,1181,,656,2003,2374,5,11999,93,340,100,5,8,1181,,2003,2004,285000,False,False,True,False,False,False,False,True,False,False
1098,880,4,552,280,,486,1968,1978,3,9900,,342,43,5,7,832,,1968,1968,176000,False,False,True,True,False,False,False,False,True,False
1788,0,3,0,1753,,522,2001,1788,5,11838,,0,151,5,8,1753,,2001,2001,236500,False,False,False,False,False,False,False,True,True,False
993,1243,4,0,964,,642,1997,2236,4,13006,,285,0,5,7,964,0,1997,1997,222000,False,False,True,False,False,False,False,True,False,False
1466,,3,16,1450,,610,2007,1466,4,8925,73,0,18,5,8,1466,,2007,2007,201000,False,False,False,False,True,False,False,False,False,False
925,0,,338,121,,429,1965,925,3,9100,70,0,0,6,5,925,,1965,1965,117500,False,False,True,True,False,False,False,False,False,True
